id,origintime,latitude,longitude,depth,err_lon,err_lat,err_depth,err_origintime,county,origin_src,prefmag,pmag_type,pmag_src,mw,mw_src,mblg_ogs,mblg_usgs,ml_ogs,m3hz_ogs,md_ogs,mb,ms,mfa,max_mmi,reafile,reamtime,geom,pdlid,mw_ogs
1805,2006-01-12 06:37:03.9,34.803,-97.05,5,,,,,GARVIN,OGS,1.4,Md,OGS,,,,,,,1.4,,,,,,,0101000020E610000033333333334358C0105839B4C8664140,,
1806,2006-02-24 09:28:04.69,35.186,-97.5,5,,,,,MCCLAIN,OGS,1.6,Md,OGS,,,,,,,1.6,,,,,,,0101000020E610000000000000006058C02B8716D9CE974140,,
1807,2006-03-13 22:36:17.99,34.899,-96.211,5,,,,,HUGHES,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E61000002FDD2406810D58C0508D976E12734140,,
1808,2006-03-15 08:30:27.11,34.836,-96.178,5,,,,,HUGHES,OGS,3,Md,OGS,,,,,,,3,,,,,,,0101000020E610000008AC1C5A640B58C05EBA490C026B4140,,
1809,2006-03-31 03:20:49.43,35.597,-97.205,5,,,,,OKLAHOMA,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E610000085EB51B81E4D58C023DBF97E6ACC4140,,
1810,2006-04-05 18:46:23.15,34.069,-97.314,5,,,,,LOVE,OGS,3,mbLg,OGS,,,3,,,,,,,,,,,0101000020E61000006ABC7493185458C046B6F3FDD4084140,,
1811,2006-04-06 05:52:13.87,34.231,-97.67,5,,,,,JEFFERSON,OGS,2.3,Md,OGS,,,,,,,2.3,,,,,,,0101000020E61000007B14AE47E16A58C021B07268911D4140,,
1812,2006-05-13 14:00:48.92,34.826,-96.193,5,,,,,HUGHES,OGS,2.1,Md,OGS,,,,,,,2.1,,,,,,,0101000020E61000003108AC1C5A0C58C07D3F355EBA694140,,
1813,2006-06-19 06:38:54.48,35.006,-97.779,5,,,,,GRADY,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E610000060E5D022DB7158C054E3A59BC4804140,,
1814,2006-07-18 06:39:19.72,35.71,-97.236,5,,,,,OKLAHOMA,OGS,1.3,Md,OGS,,,,,,,1.3,,,,,,,0101000020E6100000C976BE9F1A4F58C07B14AE47E1DA4140,,
1815,2006-07-18 23:56:14.96,35.23,-95.918,5,,,,,MCINTOSH,OGS,1,Md,OGS,,,,,,,1,,,,,,,0101000020E6100000986E1283C0FA57C03D0AD7A3709D4140,,
1816,2006-08-05 04:15:08.29,34.605,-97.357,5,,,,,GARVIN,OGS,2,Md,OGS,,,,,,,2,,,,,,,0101000020E6100000022B8716D95658C03D0AD7A3704D4140,,
1817,2006-08-05 08:49:21.2,34.661,-97.517,5,,,,,GARVIN,OGS,1.5,Md,OGS,,,,,,,1.5,,,,,,,0101000020E61000000C022B87166158C0F853E3A59B544140,,
1818,2006-08-08 17:56:03.55,34.729,-97.49,5,,,,,GARVIN,OGS,2.2,Md,OGS,,,,,,,2.2,,,,,,,0101000020E61000008FC2F5285C5F58C05A643BDF4F5D4140,,
1819,2006-08-09 09:41:50.94,34.589,-97.368,5,,,,,GARVIN,OGS,2.9,Md,OGS,,,,,,,2.9,,,,,,,0101000020E6100000643BDF4F8D5758C008AC1C5A644B4140,,
1820,2006-08-16 13:12:39.12,34.508,-97.372,5,,,,,GARVIN,OGS,2.6,Md,OGS,,,,,,,2.6,,,,,,,0101000020E61000002B8716D9CE5758C01B2FDD2406414140,,
6075,2006-10-06 22:13:16.78,34.122,-97.625,5,,,,0,,USGS,3.5,mbLg,USGS,,,,3.5,,,,,,,4,,,0101000020E610000000000000006858C0560E2DB29D0F4140,,
1821,2006-11-02 11:07:03.79,35.359,-96.215,5,,,,,OKFUSKEE,OGS,1.9,Md,OGS,,,,,,,1.9,,,,,,,0101000020E6100000F6285C8FC20D58C0CBA145B6F3AD4140,,
1822,2006-11-02 11:12:20.36,34.153,-97.627,5,,,,,JEFFERSON,OGS,2.9,Md,OGS,,,,,,,2.9,,,,,,,0101000020E6100000E3A59BC4206858C0DD24068195134140,,
1823,2006-12-21 02:41:14.56,35.464,-97.407,5,,,,,OKLAHOMA,OGS,2.6,Md,OGS,,,,,,,2.6,,,,4,,,0101000020E6100000355EBA490C5A58C008AC1C5A64BB4140,,
1824,2006-12-21 06:14:06.71,35.419,-97.499,5,,,,,OKLAHOMA,OGS,2.7,Md,OGS,,,,,,,2.7,,,,4,,,0101000020E61000000E2DB29DEF5F58C01283C0CAA1B54140,,
